ダウンロード実行日,2026年08月08日現在,件数,11376件
ＥＤＩＮＥＴコード,提出者種別,上場区分,連結の有無,資本金,決算日,提出者名,提出者名（英字）,提出者名（ヨミ）,所在地,提出者業種,証券コード,提出者法人番号
"E10870","個人（組合発行者を除く）","","","","","小方　功","","オガタ　イサオ","","個人（組合発行者を除く）","",""
"E10873","個人（組合発行者を除く）","","","0","","佐藤良雄","","サトウヨシオ","","個人（組合発行者を除く）","",""
"E10874","外国法人・組合（有価証券報告書等の提出義務者以外）","","","1371153","","クレディ・スイス・インターナショナル","","クレディスイスインターナショナル","英国　ロンドン　Ｅ１４　４ＱＪ、ワン・カボット・スクウェア","外国法人・組合（有価証券報告書等の提出義務者以外）","",""
"E10875","内国法人・組合（有価証券報告書等の提出義務者以外）","","","100","","株式会社データ・アート","","カブシキガイシャデータアート","渋谷区東１－３２－１２","内国法人・組合（有価証券報告書等の提出義務者以外）","","1011001039711"
"E10884","内国法人・組合（有価証券報告書等の提出義務者以外）","","","100","","日本産業パートナーズ株式会社","","ニホンサンギョウパートナーズカブシキガイシャ","千代田区丸の内二丁目１番１号","内国法人・組合（有価証券報告書等の提出義務者以外）","","8010001094082"
"E10888","個人（組合発行者を除く）","","","0","","代永衛","","ヨナガマモリ","","個人（組合発行者を除く）","",""
"E10889","内国法人・組合（有価証券報告書等の提出義務者以外）","","","20","","株式会社イメージ企画","","カブシキガイシャイメージキカク","三鷹市井の頭一丁目１３番１０号","内国法人・組合（有価証券報告書等の提出義務者以外）","","5012401012213"
"E10895","個人（組合発行者を除く）","","","0","","宇山　忠男","","ウヤマ　タダオ","","個人（組合発行者を除く）","",""
"E10896","個人（組合発行者を除く）","","","0","","宇山　知成","","ウヤマ　トモナリ","","個人（組合発行者を除く）","",""
"E10906","個人（組合発行者を除く）","","","","","堂山道生","","ドウヤマミチオ","","個人（組合発行者を除く）","",""
"E10922","個人（組合発行者を除く）","","","","","隅田　和夫","","スミタ　カズオ","","個人（組合発行者を除く）","",""
"E10933","個人（組合発行者を除く）","","","0","","目黒　俊治","","メグロ　シュンジ","","個人（組合発行者を除く）","",""
"E10935","内国法人・組合（有価証券報告書等の提出義務者以外）","","","100","","株式会社サンクプランニング","","カブシキガイシャサンクプランニング","和歌山市西高松一丁目３番１号","内国法人・組合（有価証券報告書等の提出義務者以外）","","7170001002501"
"E10936","内国法人・組合","非上場","有","100","12月31日","株式会社マーキュリアインベストメント","","カブシキガイシャマーキュリアインベストメント","千代田区内幸町一丁目３番３号内幸町ダイビル","証券、商品先物取引業","","2010001126667"
"E10960","個人（組合発行者を除く）","","","0","","沼田　昭二","","ヌマタ　ショウジ","","個人（組合発行者を除く）","",""
"E10969","内国法人・組合（有価証券報告書等の提出義務者以外）","","","3","","有限会社　啓尚企画","","オグラ　タクヤ","目黒区碑文谷３－８－１","内国法人・組合（有価証券報告書等の提出義務者以外）","","3013202008385"
"E10985","個人（組合発行者を除く）","","","0","","三島　美佐夫","","ミシマ　ミサオ","","個人（組合発行者を除く）","",""
"E10987","個人（組合発行者を除く）","","","0","","牛嶋　英揚","","ウシジマ　ヒデアキ","","個人（組合発行者を除く）","",""
"E10988","個人（組合発行者を除く）","","","0","","菅原　雅史","","スガワラ　マサシ","","個人（組合発行者を除く）","",""
"E10994","個人（組合発行者を除く）","","","","","熊野　英介","","クマノ　エイスケ","","個人（組合発行者を除く）","",""
"E10996","個人（組合発行者を除く）","","","","","西川　浩司","","ニシカワ　ヒロシ","","個人（組合発行者を除く）","",""
"E11001","個人（組合発行者を除く）","","","0","","米今　政臣","","ヨネイマ　マサオミ","","個人（組合発行者を除く）","",""
"E11014","個人（組合発行者を除く）","","","","","前　俊守","","マエ　トシモリ","","個人（組合発行者を除く）","",""
"E11023","個人（組合発行者を除く）","","","0","","佐藤　類","","サトウ　ルイ","","個人（組合発行者を除く）","",""
"E11027","内国法人・組合（有価証券報告書等の提出義務者以外）","","","78100","","クレディ・スイス証券株式会社","","クレディスイスショウケンカブシキカイシャ","港区六本木一丁目６番１号泉ガーデンタワー","内国法人・組合（有価証券報告書等の提出義務者以外）","","2010401059260"
"E11029","外国法人・組合","非上場","有","463288","12月末日","クレディ・スイス・エイ・ジー","","クレディスイスエイジー","スイス国チューリッヒ、８００１、パラデプラッツ８番地","外国法人・組合","",""
"E11042","内国法人・組合（有価証券報告書等の提出義務者以外）","","","100","","寺田倉庫株式会社","","テラダソウコカブシキガイシャ","品川区東品川２丁目６番１０号","内国法人・組合（有価証券報告書等の提出義務者以外）","","8010701006378"
"E11043","個人（組合発行者を除く）","","","0","","平　邦雄","","タイラ　クニオ","","個人（組合発行者を除く）","",""
"E11045","個人（組合発行者を除く）","","","0","","山田義彦","","ヤマダヨシヒコ","","個人（組合発行者を除く）","",""
"E11048","内国法人・組合（有価証券報告書等の提出義務者以外）","","","2000","","鈴与商事株式会社","","スズヨショウジカブシキカイシャ","静岡市清水区入船町１１番１号","内国法人・組合（有価証券報告書等の提出義務者以外）","","1080001002318"
"E11060","個人（組合発行者を除く）","","","","","小髙　得央","","コタカ　ノリオ","","個人（組合発行者を除く）","",""
"E11077","内国法人・組合","非上場","無","10","2月末日","清川商事株式会社","","キヨカワショウジカブシキガイシャ","港区芝大門二丁目５番１号","その他金融業","","7010401063786"
"E11088","個人（非居住者）（組合発行者を除く）","","","0","","ルコンテ小川　珠里","","ルコンテオガワ　ジュリ","","個人（非居住者）（組合発行者を除く）","",""
"E11090","個人（組合発行者を除く）","","","0","","髙谷　正一","","タカタニ　ショウイチ","","個人（組合発行者を除く）","",""
